order_id,order_date,customer_id,customer_age,customer_region,product_category,product_name,quantity,unit_price,discount_percent,payment_method,shipping_cost,delivery_days,customer_rating,is_returned,revenue,order_month,order_weekday
104267,2023-03-14,1006,23.0,Nord,Mode,Jeans,1,17.64,0.0,Rechnung,2.99,6,-1.0,False,17.64,2023-03,Tuesday
100624,2024-12-02,884,43.0,Ost,Mode,Jeans,1,28.72,0.0,PayPal,6.99,8,5.0,False,28.72,2024-12,Monday
101629,2023-09-12,382,18.0,Süd,Haushalt,Bettwäsche,1,15.82,0.0,Kreditkarte,4.99,2,4.0,False,15.82,2023-09,Tuesday
100199,2024-01-20,1783,39.0,Ost,Elektronik,USB-Kabel,1,28.69,0.0,Kreditkarte,2.99,2,5.0,False,28.69,2024-01,Saturday
103613,2024-01-12,632,30.0,Mitte,Mode,T-Shirt,2,21.11,10.0,Sofortüberweisung,4.99,4,5.0,False,37.998,2024-01,Friday
101988,2023-10-06,1732,34.0,West,Sport,Hantel,2,53.04,10.0,Rechnung,4.99,5,4.0,False,95.472,2023-10,Friday
102344,2024-01-18,1453,51.0,Süd,Sport,Laufschuhe,1,23.77,0.0,Lastschrift,0.0,1,1.0,False,23.77,2024-01,Thursday
103263,2023-09-22,786,59.0,West,Haushalt,Bettwäsche,1,39.8,0.0,Kreditkarte,2.99,4,5.0,False,39.8,2023-09,Friday
101905,2023-12-27,546,51.0,West,Mode,T-Shirt,1,18.63,5.0,Kreditkarte,4.99,4,4.0,False,17.6985,2023-12,Wednesday
100765,2024-01-22,1652,33.0,Mitte,Mode,T-Shirt,1,11.47,0.0,Rechnung,6.99,1,5.0,False,11.47,2024-01,Monday
100803,2023-01-02,1661,37.0,Mitte,Bücher,Kochbuch,1,8.98,0.0,Sofortüberweisung,4.99,5,5.0,False,8.98,2023-01,Monday
101501,2024-04-30,853,45.0,West,Sport,Yogamatte,1,50.93,0.0,Kreditkarte,4.99,8,5.0,False,50.93,2024-04,Tuesday
101770,2024-07-10,277,50.0,Nord,Mode,Jeans,2,21.15,0.0,Sofortüberweisung,0.0,2,1.0,False,42.3,2024-07,Wednesday
100106,2023-04-23,1173,37.0,Mitte,Elektronik,Smartphone-Hülle,3,29.13,0.0,Lastschrift,4.99,3,-1.0,False,87.39,2023-04,Sunday
102964,2024-04-14,1747,23.0,Süd,Bücher,Kochbuch,2,18.99,0.0,Lastschrift,2.99,6,4.0,False,37.98,2024-04,Sunday
100838,2024-11-19,1278,51.0,Mitte,Sport,Laufschuhe,1,95.11,0.0,Lastschrift,0.0,3,5.0,True,95.11,2024-11,Tuesday
103971,2024-11-10,650,38.0,Ost,Elektronik,USB-Kabel,3,94.06,0.0,Sofortüberweisung,4.99,1,3.0,False,282.18,2024-11,Sunday
100705,2023-10-13,1709,27.0,Mitte,Haushalt,Lampe,1,173.15,0.0,Lastschrift,4.99,2,5.0,False,173.15,2023-10,Friday
104150,2024-09-02,1490,35.0,Mitte,Mode,Jacke,1,11.72,0.0,Lastschrift,2.99,4,5.0,False,11.72,2024-09,Monday
103179,2023-08-18,71,45.0,Ost,Haushalt,Lampe,1,76.88,0.0,Lastschrift,2.99,3,5.0,False,76.88,2023-08,Friday
104776,2023-04-27,1267,21.0,Nord,Elektronik,Bluetooth-Lautsprecher,1,39.67,5.0,Rechnung,6.99,4,4.0,False,37.6865,2023-04,Thursday
100228,2024-12-02,676,51.0,West,Elektronik,Kopfhörer,1,47.07,0.0,Rechnung,0.0,4,5.0,False,47.07,2024-12,Monday
103336,2023-02-20,1211,53.0,Süd,Haushalt,Staubsauger,1,67.26,0.0,Rechnung,4.99,3,5.0,False,67.26,2023-02,Monday
102268,2023-08-31,985,39.0,Ost,Haushalt,Kaffeemaschine,2,63.57,5.0,Rechnung,2.99,1,4.0,False,120.783,2023-08,Thursday
103852,2024-06-22,199,45.0,West,Elektronik,Kopfhörer,2,383.7046384462407,0.0,Kreditkarte,2.99,5,4.0,False,767.4092768924814,2024-06,Saturday
100501,2023-03-11,1301,27.0,Nord,Elektronik,USB-Kabel,1,24.85,0.0,PayPal,6.99,5,5.0,False,24.85,2023-03,Saturday
103128,2023-02-26,1052,29.0,Mitte,Sport,Yogamatte,2,28.84,0.0,Sofortüberweisung,2.99,2,5.0,False,57.68,2023-02,Sunday
103352,2023-06-11,346,38.0,West,Mode,Mütze,5,13.49,0.0,PayPal,4.99,4,5.0,False,67.45,2023-06,Sunday
104174,2024-04-12,636,28.0,Süd,Mode,Jeans,1,40.1,0.0,Kreditkarte,2.99,2,4.0,False,40.1,2024-04,Friday
101634,2024-05-22,231,20.0,Nord,Bücher,Kochbuch,2,26.78,5.0,PayPal,0.0,4,5.0,False,50.882,2024-05,Wednesday
101480,2024-08-29,605,44.0,West,Haushalt,Kaffeemaschine,2,99.38,0.0,Rechnung,2.99,4,4.0,False,198.76,2024-08,Thursday
102115,2024-01-22,932,50.0,Ost,Elektronik,Smartphone-Hülle,2,39.47,10.0,PayPal,0.0,1,5.0,False,71.046,2024-01,Monday
103999,2024-03-21,665,19.0,Mitte,Bücher,Kinderbuch,1,5.3,10.0,Lastschrift,4.99,1,5.0,False,4.77,2024-03,Thursday
100561,2023-12-14,262,30.0,West,Elektronik,USB-Kabel,1,43.76,0.0,Rechnung,6.99,5,5.0,False,43.76,2023-12,Thursday
104198,2024-05-28,190,46.0,Nord,Mode,Sneaker,1,18.99,0.0,Lastschrift,4.99,1,4.0,True,18.99,2024-05,Tuesday
103697,2024-09-23,434,18.0,West,Mode,Sneaker,1,71.76,0.0,Rechnung,2.99,2,5.0,False,71.76,2024-09,Monday
101744,2024-10-30,1470,34.0,Ost,Elektronik,USB-Kabel,1,20.75,0.0,Rechnung,2.99,4,5.0,False,20.75,2024-10,Wednesday
100279,2023-07-19,37,38.0,Nord,Haushalt,Kaffeemaschine,1,44.76,0.0,Kreditkarte,0.0,2,4.0,False,44.76,2023-07,Wednesday
102266,2023-07-17,1780,43.0,Ost,Sport,Yogamatte,1,18.71,10.0,Rechnung,2.99,6,5.0,False,16.839000000000002,2023-07,Monday
100157,2024-07-12,555,39.0,Nord,Mode,Mütze,2,19.73,10.0,Sofortüberweisung,4.99,4,4.0,False,35.514,2024-07,Friday
100538,2023-12-23,1323,47.0,Ost,Haushalt,Lampe,1,46.24,15.0,Rechnung,2.99,4,4.0,False,39.304,2023-12,Saturday
104114,2024-05-01,1724,48.0,Ost,Mode,Mütze,2,30.14,0.0,Kreditkarte,6.99,2,5.0,False,60.28,2024-05,Wednesday
104457,2023-06-26,643,30.0,West,Haushalt,Bettwäsche,1,52.43,10.0,Sofortüberweisung,0.0,2,4.0,False,47.187,2023-06,Monday
101650,2023-03-07,1747,39.0,Mitte,Mode,Jacke,2,21.34,0.0,Rechnung,2.99,3,4.0,False,42.68,2023-03,Tuesday
103150,2023-06-24,709,52.0,Nord,Mode,Mütze,1,28.95,0.0,Lastschrift,0.0,2,5.0,False,28.95,2023-06,Saturday
100764,2024-12-06,789,20.0,Ost,Mode,Jacke,2,48.51,0.0,Rechnung,4.99,3,4.0,False,97.02,2024-12,Friday
101864,2023-06-05,439,18.0,Mitte,Mode,T-Shirt,1,48.68,5.0,Rechnung,4.99,1,5.0,False,46.245999999999995,2023-06,Monday
103485,2024-04-02,530,30.0,Nord,Mode,Jacke,3,17.27,0.0,Sofortüberweisung,0.0,2,4.0,False,51.81,2024-04,Tuesday
100731,2024-11-10,200,59.0,Ost,Elektronik,Bluetooth-Lautsprecher,1,13.48,5.0,Lastschrift,4.99,1,5.0,False,12.806,2024-11,Sunday
100084,2023-11-01,554,39.0,Ost,Sport,Hantel,1,50.02,15.0,PayPal,0.0,6,5.0,True,42.517,2023-11,Wednesday
102580,2024-03-08,599,62.0,Süd,Elektronik,Smartphone-Hülle,1,31.89,10.0,Sofortüberweisung,4.99,5,4.0,False,28.701,2024-03,Friday
103207,2024-11-02,848,44.0,Süd,Elektronik,Kopfhörer,1,60.9,0.0,Rechnung,2.99,7,4.0,False,60.9,2024-11,Saturday
102974,2023-10-21,1645,30.0,Süd,Bücher,Roman,1,19.34,0.0,Lastschrift,2.99,5,5.0,False,19.34,2023-10,Saturday
102696,2024-10-24,927,36.0,Mitte,Mode,Sneaker,1,39.3,20.0,Sofortüberweisung,2.99,5,4.0,False,31.439999999999998,2024-10,Thursday
101338,2024-08-04,811,42.0,West,Mode,T-Shirt,1,514.1127929196556,0.0,Lastschrift,4.99,4,5.0,False,514.1127929196556,2024-08,Sunday
103902,2024-11-19,517,37.0,Süd,Elektronik,Powerbank,4,44.15,20.0,Rechnung,4.99,5,5.0,False,141.28,2024-11,Tuesday
100911,2023-06-14,1600,36.0,Süd,Elektronik,Bluetooth-Lautsprecher,1,42.57,0.0,Sofortüberweisung,4.99,4,4.0,False,42.57,2023-06,Wednesday
100029,2023-02-02,1582,44.0,West,Mode,Jacke,1,8.13,0.0,PayPal,6.99,1,-1.0,False,8.13,2023-02,Thursday
100677,2024-02-15,53,44.0,West,Haushalt,Kaffeemaschine,1,54.65,5.0,PayPal,2.99,4,5.0,False,51.9175,2024-02,Thursday
104501,2024-06-05,651,48.0,Ost,Mode,Mütze,1,38.09,0.0,PayPal,2.99,3,5.0,False,38.09,2024-06,Wednesday
103685,2023-01-26,899,31.0,West,Haushalt,Bettwäsche,2,60.03,10.0,Sofortüberweisung,0.0,3,3.0,False,108.054,2023-01,Thursday
103741,2023-12-16,861,27.0,Nord,Bücher,Kochbuch,1,9.0,0.0,Kreditkarte,6.99,4,2.0,False,9.0,2023-12,Saturday
101620,2024-06-04,840,60.0,Nord,Sport,Hantel,1,38.89,0.0,Lastschrift,6.99,3,4.0,False,38.89,2024-06,Tuesday
100422,2024-12-09,777,43.0,Süd,Bücher,Kochbuch,2,20.67,10.0,Kreditkarte,2.99,4,5.0,False,37.206,2024-12,Monday
101665,2024-02-27,253,53.0,Mitte,Sport,Fitnessband,1,38.93,0.0,Rechnung,2.99,3,5.0,False,38.93,2024-02,Tuesday
104989,2024-11-04,446,66.0,Mitte,Elektronik,USB-Kabel,1,31.48,0.0,Rechnung,2.99,5,5.0,False,31.48,2024-11,Monday
102727,2023-03-29,1479,48.0,Mitte,Bücher,Kinderbuch,2,7.37,0.0,Lastschrift,4.99,4,5.0,False,14.74,2023-03,Wednesday
103193,2024-08-04,707,41.0,Mitte,Elektronik,Kopfhörer,1,46.05,0.0,Rechnung,6.99,4,4.0,False,46.05,2024-08,Sunday
103968,2024-01-17,627,30.0,West,Haushalt,Staubsauger,1,126.64,0.0,Sofortüberweisung,2.99,5,4.0,False,126.64,2024-01,Wednesday
100168,2024-07-12,1110,49.0,Nord,Bücher,Kinderbuch,2,7.24,0.0,Sofortüberweisung,4.99,2,4.0,False,14.48,2024-07,Friday
103834,2023-02-16,1139,35.0,Nord,Elektronik,USB-Kabel,1,51.25,0.0,Rechnung,4.99,3,-1.0,False,51.25,2023-02,Thursday
103481,2024-01-14,1481,29.0,Ost,Elektronik,Powerbank,1,33.16,10.0,PayPal,0.0,3,3.0,False,29.843999999999998,2024-01,Sunday
103469,2023-04-12,1794,21.0,West,Sport,Trinkflasche,1,20.02,0.0,Lastschrift,4.99,2,4.0,False,20.02,2023-04,Wednesday
100227,2024-03-28,464,56.0,Nord,Mode,Jeans,2,33.34,20.0,Kreditkarte,2.99,2,2.0,False,53.34400000000001,2024-03,Thursday
102654,2023-10-13,475,26.0,Mitte,Elektronik,Powerbank,2,52.13,0.0,Sofortüberweisung,4.99,2,4.0,False,104.26,2023-10,Friday
100486,2024-05-10,1172,69.0,Nord,Haushalt,Pfannenset,2,75.19,0.0,Lastschrift,2.99,5,5.0,False,150.38,2024-05,Friday
101694,2023-10-19,428,23.0,Nord,Mode,Mütze,4,36.09,0.0,Sofortüberweisung,2.99,6,-1.0,False,144.36,2023-10,Thursday
101200,2023-01-07,93,45.0,Mitte,Mode,T-Shirt,2,65.15,25.0,Lastschrift,0.0,5,1.0,False,97.72500000000001,2023-01,Saturday
102685,2024-10-25,1092,50.0,Nord,Mode,Jeans,1,44.37,0.0,Rechnung,4.99,3,5.0,False,44.37,2024-10,Friday
103172,2023-09-28,403,48.0,Süd,Mode,T-Shirt,1,12.45,0.0,Kreditkarte,0.0,4,4.0,False,12.45,2023-09,Thursday
100023,2024-12-03,1527,44.0,Ost,Mode,Jeans,1,21.65,20.0,Lastschrift,2.99,6,4.0,False,17.32,2024-12,Tuesday
103084,2024-06-06,11,48.0,Süd,Elektronik,Bluetooth-Lautsprecher,2,18.9,0.0,Rechnung,0.0,4,4.0,False,37.8,2024-06,Thursday
103130,2023-05-30,1015,27.0,Ost,Elektronik,Powerbank,2,70.42,0.0,PayPal,2.99,5,1.0,False,140.84,2023-05,Tuesday
102536,2024-12-04,753,26.0,Süd,Elektronik,Powerbank,1,45.94,0.0,Sofortüberweisung,0.0,4,5.0,False,45.94,2024-12,Wednesday
102897,2024-07-05,504,55.0,West,Elektronik,Bluetooth-Lautsprecher,1,93.65,0.0,Kreditkarte,2.99,3,5.0,False,93.65,2024-07,Friday
104840,2023-08-01,1006,47.0,Ost,Bücher,Sachbuch,2,25.43,0.0,PayPal,2.99,3,4.0,False,50.86,2023-08,Tuesday
102093,2023-01-09,1094,28.0,West,Sport,Trinkflasche,2,27.31,0.0,Kreditkarte,0.0,3,5.0,False,54.62,2023-01,Monday
100239,2023-01-04,143,20.0,Nord,Bücher,Comic,1,21.69,10.0,Lastschrift,0.0,5,4.0,False,19.521,2023-01,Wednesday
103571,2023-07-17,450,58.0,West,Sport,Trinkflasche,3,13.02,0.0,Kreditkarte,4.99,2,5.0,True,39.06,2023-07,Monday
103765,2023-05-16,986,34.0,Ost,Elektronik,Powerbank,2,3.86,0.0,Sofortüberweisung,4.99,3,4.0,False,7.72,2023-05,Tuesday
102016,2023-12-26,220,43.0,Süd,Bücher,Comic,2,19.4,5.0,PayPal,6.99,3,3.0,False,36.85999999999999,2023-12,Tuesday
104038,2023-12-13,474,54.0,West,Elektronik,Powerbank,1,131.31,0.0,Kreditkarte,0.0,6,-1.0,False,131.31,2023-12,Wednesday
100297,2024-04-23,1490,28.0,Süd,Mode,T-Shirt,1,25.6,5.0,Sofortüberweisung,2.99,2,-1.0,False,24.32,2024-04,Tuesday
100248,2024-09-17,869,62.0,Mitte,Elektronik,Bluetooth-Lautsprecher,1,51.84,15.0,Lastschrift,6.99,5,5.0,False,44.064,2024-09,Tuesday
102135,2023-03-28,1727,34.0,Ost,Elektronik,Bluetooth-Lautsprecher,1,34.92,0.0,PayPal,4.99,2,4.0,False,34.92,2023-03,Tuesday
100373,2024-08-29,523,30.0,Mitte,Haushalt,Kaffeemaschine,1,26.51,20.0,Rechnung,6.99,3,5.0,False,21.208000000000002,2024-08,Thursday
100881,2024-01-14,1053,37.0,Mitte,Sport,Laufschuhe,3,11.74,0.0,PayPal,6.99,8,2.0,False,35.22,2024-01,Sunday
102307,2023-04-07,508,38.0,West,Mode,T-Shirt,1,36.76,15.0,Rechnung,4.99,1,4.0,False,31.246,2023-04,Friday
103887,2023-07-27,737,18.0,Nord,Elektronik,USB-Kabel,2,25.58,5.0,Lastschrift,0.0,3,5.0,False,48.602,2023-07,Thursday
104503,2023-06-21,1082,43.0,Ost,Mode,Mütze,2,19.09,0.0,Sofortüberweisung,0.0,6,4.0,False,38.18,2023-06,Wednesday
102991,2023-03-30,874,50.0,Mitte,Mode,Mütze,2,50.42,20.0,PayPal,2.99,2,5.0,False,80.67200000000001,2023-03,Thursday
100724,2024-08-22,1247,21.0,Nord,Elektronik,Bluetooth-Lautsprecher,1,62.32,10.0,Sofortüberweisung,0.0,7,3.0,False,56.088,2024-08,Thursday
102220,2023-01-14,1634,54.0,Ost,Mode,Jeans,2,32.8,20.0,Rechnung,2.99,1,5.0,False,52.48,2023-01,Saturday
102217,2024-08-11,44,57.0,Mitte,Sport,Fitnessband,1,14.06,0.0,PayPal,2.99,4,5.0,False,14.06,2024-08,Sunday
101468,2024-05-02,1786,34.0,Nord,Elektronik,Bluetooth-Lautsprecher,1,66.88,10.0,Kreditkarte,6.99,1,3.0,False,60.192,2024-05,Thursday
101592,2024-08-11,1692,23.0,West,Sport,Hantel,1,56.08,10.0,Kreditkarte,6.99,7,5.0,False,50.472,2024-08,Sunday
103951,2023-05-04,1354,18.0,Mitte,Sport,Yogamatte,1,23.22,15.0,Kreditkarte,0.0,6,4.0,False,19.737,2023-05,Thursday
102445,2024-04-21,609,31.0,West,Bücher,Comic,2,201.1439154098505,0.0,Rechnung,0.0,4,5.0,False,402.287830819701,2024-04,Sunday
103091,2023-07-13,511,43.0,West,Haushalt,Lampe,1,36.85,0.0,Sofortüberweisung,4.99,4,4.0,False,36.85,2023-07,Thursday
100927,2023-12-26,748,23.0,West,Mode,Jacke,1,103.792051418842,0.0,Sofortüberweisung,0.0,1,4.0,False,103.792051418842,2023-12,Tuesday
104579,2024-02-24,142,35.0,West,Elektronik,Kopfhörer,3,18.15,10.0,Sofortüberweisung,4.99,2,3.0,False,49.004999999999995,2024-02,Saturday
104652,2024-08-05,88,37.0,Süd,Elektronik,Powerbank,1,34.38,0.0,PayPal,2.99,3,5.0,False,34.38,2024-08,Monday
100599,2024-12-03,1359,27.0,Mitte,Haushalt,Staubsauger,3,75.52,0.0,Rechnung,0.0,4,4.0,True,226.56,2024-12,Tuesday
101392,2024-05-17,1447,18.0,Ost,Elektronik,USB-Kabel,2,62.99,0.0,Kreditkarte,2.99,3,5.0,False,125.98,2024-05,Friday
102227,2023-10-29,138,23.0,Nord,Haushalt,Pfannenset,1,53.61,20.0,Kreditkarte,0.0,7,4.0,False,42.888000000000005,2023-10,Sunday
104176,2023-07-01,462,29.0,Mitte,Mode,Mütze,1,35.79,0.0,Kreditkarte,2.99,1,5.0,False,35.79,2023-07,Saturday
101609,2023-03-24,480,36.0,Nord,Haushalt,Kaffeemaschine,1,58.41,15.0,Sofortüberweisung,2.99,1,2.0,False,49.6485,2023-03,Friday
104290,2024-02-20,1379,31.0,Ost,Mode,T-Shirt,1,44.41,20.0,PayPal,4.99,3,4.0,False,35.528,2024-02,Tuesday
102876,2023-07-17,1616,32.0,West,Elektronik,USB-Kabel,1,17.83,10.0,Sofortüberweisung,0.0,6,4.0,False,16.047,2023-07,Monday
103288,2024-03-07,720,38.0,Mitte,Bücher,Sachbuch,2,12.32,0.0,PayPal,4.99,4,2.0,False,24.64,2024-03,Thursday
102142,2023-11-26,801,27.0,Nord,Mode,T-Shirt,3,29.37,0.0,Lastschrift,0.0,3,5.0,False,88.11,2023-11,Sunday
100471,2024-04-15,699,42.0,Nord,Elektronik,Powerbank,1,17.97,0.0,Rechnung,2.99,5,3.0,False,17.97,2024-04,Monday
101244,2024-11-17,755,60.0,West,Bücher,Kochbuch,1,26.15,0.0,Sofortüberweisung,4.99,7,5.0,False,26.15,2024-11,Sunday
103690,2024-11-10,307,19.0,Mitte,Mode,T-Shirt,2,33.03,0.0,PayPal,4.99,1,5.0,False,66.06,2024-11,Sunday
104221,2023-07-01,1143,49.0,West,Mode,Sneaker,2,29.98,0.0,Lastschrift,0.0,2,2.0,False,59.96,2023-07,Saturday
101073,2024-04-16,1371,20.0,Mitte,Mode,Mütze,1,9.23,0.0,Rechnung,0.0,9,5.0,False,9.23,2024-04,Tuesday
101044,2023-11-09,1478,40.0,Mitte,Elektronik,Smartphone-Hülle,1,85.7,20.0,Lastschrift,2.99,4,4.0,False,68.56,2023-11,Thursday
101714,2024-06-12,270,57.0,Nord,Sport,Laufschuhe,4,33.61,0.0,PayPal,0.0,4,5.0,True,134.44,2024-06,Wednesday
104040,2023-04-10,1064,38.0,Nord,Sport,Yogamatte,1,9.11,0.0,Sofortüberweisung,6.99,3,1.0,False,9.11,2023-04,Monday
104778,2024-03-31,547,44.0,Süd,Bücher,Sachbuch,1,34.58,0.0,Lastschrift,4.99,4,4.0,False,34.58,2024-03,Sunday
101034,2023-09-01,1120,44.0,Süd,Haushalt,Bettwäsche,1,46.06,0.0,PayPal,0.0,4,5.0,False,46.06,2023-09,Friday
104417,2024-05-11,575,19.0,West,Elektronik,USB-Kabel,5,23.89,0.0,Kreditkarte,4.99,4,2.0,False,119.45,2024-05,Saturday
101752,2023-01-21,928,26.0,Ost,Bücher,Kochbuch,5,15.41,5.0,Lastschrift,2.99,3,2.0,False,73.19749999999999,2023-01,Saturday
103649,2023-01-21,1648,26.0,Ost,Bücher,Kinderbuch,1,5.43,10.0,Rechnung,2.99,4,-1.0,False,4.887,2023-01,Saturday
104808,2024-10-07,399,43.0,Süd,Elektronik,Powerbank,1,8.05,0.0,Lastschrift,2.99,5,5.0,False,8.05,2024-10,Monday
101554,2023-10-08,322,44.0,Mitte,Elektronik,Smartphone-Hülle,1,64.04,0.0,Sofortüberweisung,2.99,3,5.0,False,64.04,2023-10,Sunday
104195,2024-11-30,823,41.0,Süd,Mode,Jacke,4,19.54,0.0,Rechnung,2.99,4,5.0,False,78.16,2024-11,Saturday
102986,2024-12-24,1755,57.0,Mitte,Mode,Jeans,1,22.72,0.0,Lastschrift,0.0,4,5.0,False,22.72,2024-12,Tuesday
102721,2024-04-03,1566,37.0,West,Bücher,Comic,1,16.28,0.0,Kreditkarte,4.99,7,3.0,False,16.28,2024-04,Wednesday
100829,2024-12-20,1575,49.0,Ost,Sport,Hantel,5,12.95,20.0,Kreditkarte,0.0,2,5.0,False,51.800000000000004,2024-12,Friday
