order_id,order_date,customer_id,customer_age,customer_region,product_category,product_name,quantity,unit_price,discount_percent,payment_method,shipping_cost,delivery_days,customer_rating,is_returned
102964,2024-04-14,1747,23.0,Süd,Bücher,Kochbuch,2,18.99,0.0,Lastschrift,2.99,6,4.0,False
100838,2024-11-19,1278,51.0,Mitte,Sport,Laufschuhe,1,95.11,0.0,Lastschrift,0.0,3,5.0,True
103971,2024-11-10,650,38.0,Ost,Elektronik,USB-Kabel,3,94.06,0.0,Sofortüberweisung,4.99,1,3.0,False
100705,2023-10-13,1709,27.0,Mitte,Haushalt,Lampe,1,173.15,0.0,Lastschrift,4.99,2,5.0,False
104150,2024-09-02,1490,35.0,Mitte,Mode,Jacke,1,11.72,0.0,Lastschrift,2.99,4,5.0,False
103179,2023-08-18,71,45.0,Ost,Haushalt,Lampe,1,76.88,0.0,Lastschrift,2.99,3,5.0,False
104776,2023-04-27,1267,21.0,Nord,ELEKTRONIK,Bluetooth-Lautsprecher,1,39.67,5.0,Rechnung,6.99,4,4.0,False
100228,2024-12-02,676,51.0,West,Elektronik,Kopfhörer,1,47.07,0.0,Rechnung,0.0,4,5.0,False
103336,2023-02-20,1211,53.0,Süd,Haushalt,Staubsauger,1,67.26,0.0,Rechnung,4.99,3,5.0,False
102268,2023-08-31,985,39.0,Ost,Haushalt,Kaffeemaschine,2,63.57,5.0,Rechnung,,1,4.0,False
103852,2024-06-22,199,45.0,West,Elektronik,Kopfhörer,2,383.7046384462407,0.0,Kreditkarte,2.99,5,4.0,False
100501,2023-03-11,1301,27.0,Nord,Elektronik,USB-Kabel,1,24.85,0.0,PayPal,6.99,5,5.0,False
103128,2023-02-26,1052,29.0,Mitte,Sport ,Yogamatte,2,28.84,0.0,Sofortüberweisung,2.99,2,5.0,False
103352,2023-06-11,346,,West,Mode,Mütze,5,13.49,0.0,PayPal,4.99,4,5.0,False
104174,2024-04-12,636,28.0,Süd,Mode,Jeans,1,40.1,0.0,Kreditkarte,2.99,2,4.0,False
101634,2024-05-22,231,20.0,Nord,Bücher,Kochbuch,2,26.78,5.0,PayPal,0.0,4,5.0,False
101480,2024-08-29,605,44.0,West,Haushalt,Kaffeemaschine,2,99.38,0.0,Rechnung,2.99,4,4.0,False
102115,2024-01-22,932,50.0,Ost,Elektronik,Smartphone-Hülle,2,39.47,10.0,PayPal,0.0,1,5.0,False
103999,2024-03-21,665,19.0,Mitte,Bücher,Kinderbuch,1,5.3,10.0,Lastschrift,4.99,1,5.0,False
100561,2023-12-14,262,30.0,West,Elektronik,USB-Kabel,1,43.76,0.0,Rechnung,6.99,5,5.0,False
104198,2024-05-28,190,46.0,Nord,Mode,Sneaker,1,18.99,0.0,Lastschrift,4.99,1,4.0,True
103697,2024-09-23,434,18.0,West,Mode,Sneaker,1,71.76,0.0,Rechnung,2.99,2,5.0,False
101744,2024-10-30,1470,34.0,Ost,Elektronik,USB-Kabel,1,20.75,0.0,Rechnung,2.99,4,5.0,False
100279,2023-07-19,37,38.0,Nord,Haushalt,Kaffeemaschine,1,44.76,0.0,Kreditkarte,0.0,2,4.0,False
102266,2023-07-17,1780,43.0,Ost,Sport,Yogamatte,1,18.71,10.0,Rechnung,,6,5.0,False
100157,2024-07-12,555,39.0,Nord,Mode,Mütze,2,19.73,10.0,Sofortüberweisung,4.99,4,4.0,False
100538,2023-12-23,1323,47.0,Ost,Haushalt,Lampe,1,46.24,15.0,Rechnung,2.99,4,4.0,False
104114,2024-05-01,1724,48.0,Ost,Mode,Mütze,2,30.14,0.0,Kreditkarte,6.99,2,5.0,False
104457,2023-06-26,643,30.0,West,Haushalt,Bettwäsche,1,52.43,10.0,Sofortüberweisung,0.0,2,4.0,False
101650,2023-03-07,1747,39.0,Mitte,Mode,Jacke,2,21.34,0.0,Rechnung,2.99,3,4.0,False
103150,2023-06-24,709,52.0,Nord,Mode,Mütze,1,28.95,0.0,Lastschrift,0.0,2,5.0,False
100764,2024-12-06,789,20.0,Ost,Mode,Jacke,2,48.51,0.0,Rechnung,4.99,3,4.0,False
101864,2023-06-05,439,18.0,Mitte,Mode,T-Shirt,1,48.68,5.0,Rechnung,4.99,1,5.0,False
103485,2024-04-02,530,30.0,Nord,Mode,Jacke,3,17.27,0.0,Sofortüberweisung,0.0,2,4.0,False
100731,2024-11-10,200,59.0,Ost,Elektronik,Bluetooth-Lautsprecher,1,13.48,5.0,Lastschrift,4.99,1,5.0,False
100084,2023-11-01,554,39.0,Ost,SPORT,Hantel,1,50.02,15.0,PayPal,0.0,6,5.0,True
102580,2024-03-08,599,62.0,Süd,Elektronik,Smartphone-Hülle,1,31.89,10.0,Sofortüberweisung,4.99,5,4.0,False
103207,2024-11-02,848,44.0,Süd,Elektronik,Kopfhörer,1,60.9,0.0,Rechnung,2.99,7,4.0,False
102974,2023-10-21,1645,30.0,Süd,Bücher ,Roman,1,19.34,0.0,Lastschrift,,5,5.0,False
102696,2024-10-24,927,36.0,Mitte,Mode,Sneaker,1,39.3,20.0,Sofortüberweisung,2.99,5,4.0,False
101338,2024-08-04,811,42.0,West,Mode,T-Shirt,1,514.1127929196556,0.0,Lastschrift,4.99,4,5.0,False
103902,2024-11-19,517,37.0,Süd,Elektronik,Powerbank,4,44.15,20.0,Rechnung,4.99,5,5.0,False
100911,2023-06-14,1600,36.0,Süd,ELEKTRONIK,Bluetooth-Lautsprecher,1,42.57,0.0,Sofortüberweisung,4.99,4,4.0,False
100029,2023-02-02,1582,44.0,West,Mode,Jacke,1,8.13,0.0,PayPal,6.99,1,,False
100677,2024-02-15,53,44.0,West,Haushalt,Kaffeemaschine,1,54.65,5.0,PayPal,2.99,4,5.0,False
104501,2024-06-05,651,48.0,Ost,Mode,Mütze,1,38.09,0.0,PayPal,2.99,3,5.0,False
103685,2023-01-26,899,31.0,West,Haushalt,Bettwäsche,2,60.03,10.0,Sofortüberweisung,0.0,3,3.0,False
103741,2023-12-16,861,27.0,Nord,Bücher,Kochbuch,1,9.0,0.0,Kreditkarte,6.99,4,2.0,False
101620,2024-06-04,840,60.0,Nord,Sport,Hantel,1,38.89,0.0,Lastschrift,6.99,3,4.0,False
100422,2024-12-09,777,43.0,Süd,Bücher,Kochbuch,2,20.67,10.0,Kreditkarte,2.99,4,5.0,False
101665,2024-02-27,253,53.0,Mitte,SPORT,Fitnessband,1,38.93,0.0,Rechnung,2.99,3,5.0,False
104989,2024-11-04,446,66.0,Mitte,Elektronik,USB-Kabel,1,31.48,0.0,Rechnung,2.99,5,5.0,False
102727,2023-03-29,1479,48.0,Mitte,Bücher,Kinderbuch,2,7.37,0.0,Lastschrift,4.99,4,5.0,False
103193,2024-08-04,707,41.0,Mitte,Elektronik,Kopfhörer,1,46.05,0.0,Rechnung,6.99,4,4.0,False
103968,2024-01-17,627,30.0,West,HAUSHALT,Staubsauger,1,126.64,0.0,Sofortüberweisung,2.99,5,4.0,False
100168,2024-07-12,1110,49.0,Nord,Bücher,Kinderbuch,2,7.24,0.0,Sofortüberweisung,4.99,2,4.0,False
103834,2023-02-16,1139,35.0,Nord,Elektronik,USB-Kabel,1,51.25,0.0,Rechnung,4.99,3,,False
103481,2024-01-14,1481,29.0,Ost,Elektronik,Powerbank,1,33.16,10.0,PayPal,0.0,3,3.0,False
103469,2023-04-12,1794,21.0,West,Sport,Trinkflasche,1,20.02,0.0,Lastschrift,4.99,2,4.0,False
100227,2024-03-28,464,56.0,Nord,MODE,Jeans,2,33.34,20.0,Kreditkarte,2.99,2,2.0,False
102654,2023-10-13,475,26.0,Mitte,Elektronik,Powerbank,2,52.13,0.0,Sofortüberweisung,4.99,2,4.0,False
100486,2024-05-10,1172,69.0,Nord,Haushalt,Pfannenset,2,75.19,0.0,Lastschrift,2.99,5,5.0,False
101694,2023-10-19,428,23.0,Nord,Mode,Mütze,4,36.09,0.0,Sofortüberweisung,2.99,6,,False
101200,2023-01-07,93,45.0,Mitte,Mode,T-Shirt,2,65.15,25.0,Lastschrift,0.0,5,1.0,False
102685,2024-10-25,1092,50.0,Nord,Mode,Jeans,1,44.37,0.0,Rechnung,4.99,3,5.0,False
103172,2023-09-28,403,48.0,Süd,Mode,T-Shirt,1,12.45,0.0,Kreditkarte,0.0,4,4.0,False
100023,2024-12-03,1527,44.0,Ost,Mode,Jeans,1,21.65,20.0,Lastschrift,2.99,6,4.0,False
103084,2024-06-06,11,48.0,Süd,Elektronik,Bluetooth-Lautsprecher,2,18.9,0.0,Rechnung,0.0,4,4.0,False
103130,2023-05-30,1015,27.0,Ost,Elektronik,Powerbank,2,70.42,0.0,PayPal,2.99,5,1.0,False
102536,2024-12-04,753,26.0,Süd,Elektronik,Powerbank,1,45.94,0.0,Sofortüberweisung,0.0,4,5.0,False
102897,2024-07-05,504,55.0,West,Elektronik,Bluetooth-Lautsprecher,1,93.65,0.0,Kreditkarte,2.99,3,5.0,False
104840,2023-08-01,1006,47.0,Ost,Bücher,Sachbuch,2,25.43,0.0,PayPal,2.99,3,4.0,False
102093,2023-01-09,1094,28.0,West,Sport,Trinkflasche,2,27.31,0.0,Kreditkarte,0.0,3,5.0,False
100239,2023-01-04,143,20.0,Nord,Bücher,Comic,1,21.69,10.0,Lastschrift,0.0,5,4.0,False
103571,2023-07-17,450,58.0,West,Sport,Trinkflasche,3,13.02,0.0,Kreditkarte,4.99,2,5.0,True
103765,2023-05-16,986,34.0,Ost,Elektronik,Powerbank,2,3.86,0.0,Sofortüberweisung,4.99,3,4.0,False
102016,2023-12-26,220,43.0,Süd,Bücher,Comic,2,19.4,5.0,PayPal,6.99,3,3.0,False
104038,2023-12-13,474,54.0,West,Elektronik,Powerbank,1,131.31,0.0,Kreditkarte,0.0,6,,False
100297,2024-04-23,1490,28.0,Süd,MODE,T-Shirt,1,25.6,5.0,Sofortüberweisung,,2,,False
100248,2024-09-17,869,62.0,Mitte,Elektronik,Bluetooth-Lautsprecher,1,51.84,15.0,Lastschrift,6.99,5,5.0,False
102135,2023-03-28,1727,34.0,Ost,Elektronik,Bluetooth-Lautsprecher,1,34.92,0.0,PayPal,4.99,2,4.0,False
100373,2024-08-29,523,30.0,Mitte,Haushalt,Kaffeemaschine,1,26.51,20.0,Rechnung,6.99,3,5.0,False
100881,2024-01-14,1053,37.0,Mitte,Sport,Laufschuhe,3,11.74,0.0,PayPal,6.99,8,2.0,False
102307,2023-04-07,508,38.0,West,Mode,T-Shirt,1,36.76,15.0,Rechnung,4.99,1,4.0,False
103887,2023-07-27,737,18.0,Nord,Elektronik,USB-Kabel,2,25.58,5.0,Lastschrift,0.0,3,5.0,False
104503,2023-06-21,1082,43.0,Ost,Mode,Mütze,2,19.09,0.0,Sofortüberweisung,0.0,6,4.0,False
102991,2023-03-30,874,50.0,Mitte,Mode,Mütze,2,50.42,20.0,PayPal,2.99,2,5.0,False
100724,2024-08-22,1247,21.0,Nord,Elektronik,Bluetooth-Lautsprecher,1,62.32,10.0,Sofortüberweisung,0.0,7,3.0,False
102220,2023-01-14,1634,54.0,Ost,Mode,Jeans,2,32.8,20.0,Rechnung,2.99,1,5.0,False
102217,2024-08-11,44,57.0,Mitte,Sport,Fitnessband,1,14.06,0.0,PayPal,2.99,4,5.0,False
101468,2024-05-02,1786,34.0,Nord,Elektronik,Bluetooth-Lautsprecher,1,66.88,10.0,Kreditkarte,6.99,1,3.0,False
101592,2024-08-11,1692,23.0,West,Sport,Hantel,1,56.08,10.0,Kreditkarte,6.99,7,5.0,False
103951,2023-05-04,1354,18.0,Mitte,Sport,Yogamatte,1,23.22,15.0,Kreditkarte,0.0,6,4.0,False
102445,2024-04-21,609,31.0,West,Bücher,Comic,2,201.1439154098505,0.0,Rechnung,0.0,4,5.0,False
103091,2023-07-13,511,43.0,West,Haushalt,Lampe,1,36.85,0.0,Sofortüberweisung,4.99,4,4.0,False
100927,2023-12-26,748,23.0,West,Mode,Jacke,1,103.792051418842,0.0,Sofortüberweisung,0.0,1,4.0,False
104579,2024-02-24,142,35.0,West,Elektronik,Kopfhörer,3,18.15,10.0,Sofortüberweisung,4.99,2,3.0,False
104652,2024-08-05,88,37.0,Süd,Elektronik,Powerbank,1,34.38,0.0,PayPal,2.99,3,5.0,False
100599,2024-12-03,1359,27.0,Mitte,Haushalt,Staubsauger,3,75.52,0.0,Rechnung,0.0,4,4.0,True
101392,2024-05-17,1447,18.0,Ost,Elektronik,USB-Kabel,2,62.99,0.0,Kreditkarte,2.99,3,5.0,False
102227,2023-10-29,138,23.0,Nord,Haushalt,Pfannenset,1,53.61,20.0,Kreditkarte,0.0,7,4.0,False
104176,2023-07-01,462,29.0,Mitte,Mode,Mütze,1,35.79,0.0,Kreditkarte,2.99,1,5.0,False
101609,2023-03-24,480,36.0,Nord,Haushalt,Kaffeemaschine,1,58.41,15.0,Sofortüberweisung,2.99,1,2.0,False
104290,2024-02-20,1379,31.0,Ost,Mode,T-Shirt,1,44.41,20.0,PayPal,4.99,3,4.0,False
102876,2023-07-17,1616,32.0,West,Elektronik,USB-Kabel,1,17.83,10.0,Sofortüberweisung,0.0,6,4.0,False
103288,2024-03-07,720,,Mitte,BÜCHER,Sachbuch,2,12.32,0.0,PayPal,4.99,4,2.0,False
102142,2023-11-26,801,27.0,Nord,Mode,T-Shirt,3,29.37,0.0,Lastschrift,0.0,3,5.0,False
100471,2024-04-15,699,42.0,Nord,Elektronik,Powerbank,1,17.97,0.0,Rechnung,2.99,5,3.0,False
101244,2024-11-17,755,60.0,West,BÜCHER,Kochbuch,1,26.15,0.0,Sofortüberweisung,4.99,7,5.0,False
103690,2024-11-10,307,19.0,Mitte,Mode,T-Shirt,2,33.03,0.0,PayPal,4.99,1,5.0,False
104221,2023-07-01,1143,49.0,West,Mode,Sneaker,2,29.98,0.0,Lastschrift,0.0,2,2.0,False
101073,2024-04-16,1371,20.0,Mitte,MODE,Mütze,1,9.23,0.0,Rechnung,0.0,9,5.0,False
101044,2023-11-09,1478,40.0,Mitte,Elektronik,Smartphone-Hülle,1,85.7,20.0,Lastschrift,2.99,4,4.0,False
101714,2024-06-12,270,57.0,Nord,Sport,Laufschuhe,4,33.61,0.0,PayPal,0.0,4,5.0,True
104040,2023-04-10,1064,,Nord,Sport,Yogamatte,1,9.11,0.0,Sofortüberweisung,6.99,3,1.0,False
104778,2024-03-31,547,44.0,Süd,BÜCHER,Sachbuch,1,34.58,0.0,Lastschrift,4.99,4,4.0,False
101034,2023-09-01,1120,44.0,Süd,Haushalt,Bettwäsche,1,46.06,0.0,PayPal,0.0,4,5.0,False
104417,2024-05-11,575,19.0,West,Elektronik,USB-Kabel,5,23.89,0.0,Kreditkarte,4.99,4,2.0,False
101752,2023-01-21,928,26.0,Ost,Bücher,Kochbuch,5,15.41,5.0,Lastschrift,2.99,3,2.0,False
103649,2023-01-21,1648,26.0,Ost,Bücher,Kinderbuch,1,5.43,10.0,Rechnung,2.99,4,,False
104808,2024-10-07,399,43.0,Süd,Elektronik,Powerbank,1,8.05,0.0,Lastschrift,2.99,5,5.0,False
101554,2023-10-08,322,44.0,Mitte,Elektronik,Smartphone-Hülle,1,64.04,0.0,Sofortüberweisung,2.99,3,5.0,False
104195,2024-11-30,823,41.0,Süd,Mode,Jacke,4,19.54,0.0,Rechnung,2.99,4,5.0,False
102986,2024-12-24,1755,57.0,Mitte,Mode,Jeans,1,22.72,0.0,Lastschrift,0.0,4,5.0,False
102721,2024-04-03,1566,37.0,West,Bücher,Comic,1,16.28,0.0,Kreditkarte,4.99,7,3.0,False
100829,2024-12-20,1575,49.0,Ost,Sport,Hantel,5,12.95,20.0,Kreditkarte,0.0,2,5.0,False
101095,2024-07-12,1457,52.0,Ost,Elektronik,Smartphone-Hülle,2,24.46,0.0,Rechnung,2.99,5,3.0,False
100426,2023-02-15,602,42.0,Süd,Sport,Laufschuhe,2,31.65,5.0,PayPal,0.0,5,5.0,False
102145,2023-03-11,272,47.0,Nord,Sport,Trinkflasche,2,57.31,0.0,Sofortüberweisung,4.99,3,,False
103135,2024-08-22,1405,43.0,Süd,Mode,T-Shirt,1,14.6,0.0,Sofortüberweisung,4.99,3,5.0,False
104160,2024-09-04,717,32.0,Süd,Elektronik,USB-Kabel,2,38.25,0.0,Lastschrift,4.99,1,5.0,False
104064,2024-02-26,1338,57.0,West,Sport,Laufschuhe,1,75.78,5.0,PayPal,0.0,1,4.0,False
104342,2023-06-29,1413,41.0,Ost,Haushalt,Pfannenset,1,91.32,0.0,Rechnung,0.0,3,4.0,False
104951,2024-11-09,331,24.0,Ost,Haushalt,Staubsauger,3,101.26,10.0,Sofortüberweisung,2.99,2,4.0,False
103580,2024-10-26,435,50.0,West,Haushalt,Bettwäsche,2,28.37,0.0,Rechnung,2.99,1,5.0,False
104230,2023-10-18,358,49.0,Süd,Sport,Laufschuhe,5,29.49,0.0,Rechnung,0.0,6,5.0,False
102662,2023-02-08,112,37.0,Süd,Mode,Jeans,3,26.55,20.0,Kreditkarte,0.0,1,5.0,False
102705,2024-01-02,843,49.0,Mitte,Mode,Jeans,1,19.49,0.0,Rechnung,2.99,1,5.0,False
101323,2023-12-19,413,53.0,Mitte,Elektronik,Bluetooth-Lautsprecher,1,30.89,0.0,Sofortüberweisung,6.99,4,5.0,False
104129,2024-12-31,936,44.0,Mitte,Mode,Sneaker,4,30.35,0.0,Rechnung,4.99,6,2.0,False
103984,2024-10-15,1632,26.0,Süd,Haushalt,Bettwäsche,1,31.75,0.0,Lastschrift,6.99,1,3.0,False
104825,2024-12-09,935,,Nord,Bücher,Kinderbuch,2,26.4,0.0,Kreditkarte,4.99,2,5.0,False
104459,2024-07-13,1089,29.0,Mitte,Mode,T-Shirt,1,79.87,0.0,Kreditkarte,2.99,1,3.0,False
102883,2023-04-13,330,29.0,Ost,Bücher,Kochbuch,1,22.6,0.0,Lastschrift,4.99,5,3.0,False
102117,2024-11-10,1096,52.0,Nord,Elektronik,Kopfhörer,2,25.53,10.0,Lastschrift,6.99,4,4.0,False
100653,2024-05-30,964,52.0,Mitte,Mode,Mütze,1,51.52,0.0,PayPal,0.0,3,4.0,False
104436,2024-05-01,1576,28.0,Mitte,Mode,Jacke,1,42.45,0.0,Sofortüberweisung,4.99,1,4.0,False
101018,2023-04-09,291,42.0,West,Sport,Trinkflasche,3,38.01,15.0,Kreditkarte,,2,4.0,False
100088,2023-07-31,1114,33.0,Süd,Haushalt,Lampe,2,16.22,5.0,PayPal,2.99,1,2.0,False
101129,2023-07-13,461,51.0,Nord,Elektronik,Bluetooth-Lautsprecher,1,50.84,0.0,Sofortüberweisung,2.99,1,5.0,False
103773,2024-03-29,1721,47.0,Mitte,Sport,Yogamatte,1,34.25,10.0,PayPal,0.0,2,5.0,False
100008,2024-10-21,556,20.0,West,Elektronik,USB-Kabel,1,64.32,0.0,Kreditkarte,2.99,2,5.0,False
101886,2024-11-25,551,20.0,Mitte,Mode,T-Shirt,1,20.06,0.0,Lastschrift,2.99,7,4.0,False
101662,2023-08-17,1388,25.0,Mitte,Mode,Mütze,1,24.16,0.0,Lastschrift,2.99,3,5.0,False
103910,2024-01-16,21,26.0,Süd,Sport,Trinkflasche,4,44.92,0.0,Lastschrift,4.99,4,5.0,False
100681,2024-07-13,183,29.0,West,Sport,Fitnessband,1,21.37,15.0,Sofortüberweisung,2.99,3,3.0,False
103773,2024-03-29,1721,47.0,Mitte,Sport,Yogamatte,1,34.25,10.0,PayPal,0.0,2,5.0,False
103658,2024-10-13,1688,46.0,West,Elektronik,Kopfhörer,1,49.2,0.0,Sofortüberweisung,0.0,1,4.0,False
100144,2024-02-07,1265,50.0,West,Bücher,Roman,1,18.37,0.0,Kreditkarte,0.0,1,3.0,False
100994,2023-03-12,1511,,Mitte,Elektronik,Powerbank,1,26.46,0.0,Sofortüberweisung,6.99,5,5.0,False
103652,2024-12-18,975,47.0,West,Haushalt,Staubsauger,1,61.17,0.0,Lastschrift,4.99,2,2.0,False
101741,2023-05-01,1728,39.0,Nord,Mode,Jacke,1,11.4,0.0,PayPal,2.99,5,4.0,False
103340,2024-10-09,1034,24.0,West,Elektronik,Smartphone-Hülle,1,40.09,0.0,Kreditkarte,2.99,3,4.0,False
103835,2023-12-20,1129,34.0,West,Mode,Jacke,2,15.12,0.0,Lastschrift,6.99,5,,False
102741,2023-07-18,999,37.0,West,Elektronik,USB-Kabel,1,24.47,0.0,PayPal,4.99,4,5.0,False
100151,2024-12-21,479,59.0,West,Bücher,Roman,1,12.58,0.0,Rechnung,6.99,3,4.0,False
101670,2024-07-12,1612,50.0,Ost,Bücher,Sachbuch,1,15.96,0.0,PayPal,2.99,3,5.0,False
103917,2024-06-27,592,48.0,Nord,Haushalt,Staubsauger,1,61.82,0.0,PayPal,0.0,4,5.0,True
101831,2024-07-01,890,46.0,Ost,Elektronik,USB-Kabel,2,8.7,15.0,Sofortüberweisung,4.99,4,5.0,False
100240,2023-09-05,1024,50.0,West,Mode,Mütze,4,9.53,0.0,Rechnung,4.99,3,5.0,False
